,ROAD_NO,SPEED_LIMIT,LONGITUDE,LATITUDE,CRASH_DATE,CRASH_TIME,SEVERITY,TOTAL_BIKE_INVOLVED,TOTAL_TRUCK_INVOLVED,TOTAL_HEAVY_TRUCK_INVOLVED,TOTAL_MOTOR_CYCLE_INVOLVED,TOTAL_OTHER_VEHICLES_INVOLVED,TOTAL_PEDESTRIANS_INVOLVED,CRASH_YEAR
19559,H027,70.0,115.993394,-32.00746,24/9/19,1850.0,Hospital,0,0,0,0,2,0,19.0
19560,H029,60.0,115.688977,-31.620708,24/9/19,2000.0,Medical,0,0,0,0,2,0,19.0
19561,H005,60.0,115.90706,-31.955836,24/9/19,1515.0,Hospital,0,0,0,1,1,0,19.0
19562,H001,50.0,117.852775,-34.986246,24/9/19,1720.0,Medical,0,0,0,0,2,0,19.0
19563,H001,50.0,115.926407,-32.011351,24/9/19,1515.0,Medical,0,0,0,0,2,0,19.0
19564,H016,80.0,115.83897,-31.937936,24/9/19,1550.0,Medical,0,0,0,0,2,0,19.0
19565,H001,50.0,117.854292,-34.988575,24/9/19,1705.0,Medical,0,0,0,0,2,0,19.0
19566,1050211,70.0,115.879665,-32.237622,24/9/19,1437.0,Hospital,0,0,0,1,0,0,19.0
19568,H029,60.0,115.754081,-31.795543,25/9/19,930.0,Medical,0,0,0,0,2,0,19.0
19569,H012,60.0,115.929167,-31.99429,25/9/19,825.0,Medical,0,0,0,0,2,0,19.0
19571,H038,70.0,115.951476,-32.207201,25/9/19,1300.0,Hospital,0,0,0,0,2,0,19.0
19572,1030503,60.0,115.859812,-32.107206,25/9/19,1700.0,Medical,0,0,0,0,2,0,19.0
19573,M002,50.0,116.045097,-31.038514,25/9/19,1500.0,Hospital,0,0,0,0,1,0,19.0
19574,1040044,60.0,115.966452,-32.07106,25/9/19,1455.0,Medical,0,0,0,0,3,0,19.0
19575,1070003,60.0,115.770925,-32.325241,25/9/19,1335.0,Medical,0,0,0,0,2,0,19.0
19576,H013,60.0,115.834088,-32.020137,26/9/19,600.0,Medical,0,0,0,0,2,0,19.0
19577,H015,80.0,115.849065,-32.091706,26/9/19,450.0,Medical,0,0,0,0,2,0,19.0
19578,1250059,60.0,115.867054,-31.914566,26/9/19,850.0,Medical,0,0,0,0,2,0,19.0
19579,1180004,60.0,115.779632,-32.056555,26/9/19,1355.0,Hospital,0,0,0,0,2,0,19.0
19581,1070004,60.0,115.777152,-32.276933,26/9/19,1320.0,Medical,0,0,0,0,2,0,19.0
19583,H021,70.0,115.782497,-31.856235,26/9/19,1230.0,Medical,0,0,0,0,1,0,19.0
19584,1070001,60.0,115.74482,-32.273485,26/9/19,1130.0,Medical,0,0,0,0,2,0,19.0
19585,H005,60.0,115.944871,-31.930063,26/9/19,1230.0,Medical,0,0,0,1,1,0,19.0
19586,1300280,40.0,115.859473,-31.924236,26/9/19,2045.0,Hospital,0,0,0,1,1,0,19.0
19587,H012,60.0,115.904257,-32.023014,26/9/19,800.0,Medical,0,0,0,0,4,0,19.0
19588,H032,60.0,115.842203,-32.065309,26/9/19,2140.0,Medical,0,0,0,0,2,0,19.0
19590,H004,60.0,114.633183,-28.827667,26/9/19,1856.0,Hospital,0,0,0,0,3,0,19.0
19591,H014,40.0,115.76201,-31.999126,26/9/19,1920.0,Hospital,0,0,0,1,0,0,19.0
19592,1300277,40.0,115.86703,-31.942596,26/9/19,1155.0,Medical,0,0,0,0,2,0,19.0
19593,H264,70.0,115.749004,-31.722666,27/9/19,1440.0,Medical,0,0,0,0,0,0,19.0
19594,1240007,60.0,115.831241,-31.952553,27/9/19,1320.0,Medical,0,0,0,0,0,0,19.0
19598,H025,60.0,115.766215,-32.098523,27/9/19,900.0,Medical,0,0,0,0,3,0,19.0
19599,1060001,60.0,116.033457,-31.885894,27/9/19,810.0,Medical,0,0,0,0,2,0,19.0
19600,H021,70.0,115.825113,-31.859256,27/9/19,1320.0,Medical,0,0,0,0,2,0,19.0
19601,H018,70.0,116.007163,-31.965273,27/9/19,754.0,Hospital,0,0,1,0,2,0,19.0
19603,1250050,60.0,115.878045,-31.92801,27/9/19,1525.0,Hospital,0,0,0,0,4,0,19.0
19604,H017,70.0,115.936978,-31.930128,27/9/19,1445.0,Medical,0,0,0,0,2,0,19.0
19606,1070001,60.0,115.735153,-32.27813,27/9/19,1900.0,Hospital,0,0,0,0,2,0,19.0
19608,H012,60.0,115.919445,-32.01254,27/9/19,1325.0,Medical,0,0,0,0,2,0,19.0
19612,H027,70.0,115.918944,-31.971679,28/9/19,1400.0,Hospital,0,0,0,0,3,0,19.0
19613,H012,60.0,115.919445,-32.01254,28/9/19,1550.0,Medical,0,0,0,0,2,0,19.0
19614,H045,40.0,116.089778,-33.337098,28/9/19,641.0,Hospital,0,0,0,0,1,0,19.0
19617,H028,60.0,115.833647,-31.888978,28/9/19,1430.0,Medical,0,0,0,0,2,0,19.0
19618,1020620,60.0,116.090587,-31.97161,28/9/19,2000.0,Hospital,0,0,0,1,0,0,19.0
19620,1120003,60.0,115.889963,-31.899014,28/9/19,2020.0,Hospital,0,0,0,0,2,0,19.0
19621,H035,60.0,115.826052,-31.858799,28/9/19,1600.0,Hospital,0,0,0,0,2,0,19.0
19622,H016,80.0,115.782552,-31.798015,28/9/19,1059.0,Hospital,0,0,0,1,1,0,19.0
19625,H035,60.0,115.826052,-31.858799,28/9/19,1550.0,Medical,0,0,0,0,2,0,19.0
19626,207Z037,,116.027698,-33.365391,29/9/19,1319.0,Hospital,0,0,0,1,1,0,19.0
19627,1030953,60.0,115.842257,-32.127036,29/9/19,1730.0,Medical,0,0,0,0,2,0,19.0
19628,1030001,60.0,115.776458,-32.085947,29/9/19,1440.0,Medical,0,0,0,0,2,0,19.0
19629,H662,60.0,115.893085,-31.948554,29/9/19,910.0,Hospital,0,0,0,1,0,0,19.0
19630,1020002,70.0,116.042297,-32.015007,30/9/19,721.0,Hospital,0,0,0,0,2,0,19.0
19631,H006,50.0,128.054311,-17.31902,30/9/19,1500.0,Hospital,0,0,0,0,1,0,19.0
19632,H032,60.0,115.827486,-32.06723,30/9/19,1705.0,Medical,0,0,0,1,1,0,19.0
19633,H002,60.0,115.771105,-32.433124,30/9/19,1100.0,Medical,0,0,0,0,3,0,19.0
19634,1103105,70.0,115.719256,-31.693253,30/9/19,2000.0,Hospital,0,0,0,1,1,0,19.0
19635,H018,70.0,115.939672,-32.050156,30/9/19,320.0,Hospital,0,0,0,0,2,0,19.0
19636,1311900,70.0,115.765426,-31.817115,30/9/19,1205.0,Medical,0,0,0,0,3,0,19.0
19637,H028,60.0,115.86209,-31.889587,30/9/19,1300.0,Hospital,0,0,0,0,1,0,19.0
19638,207Z038,,116.086235,-33.484066,30/9/19,1245.0,Medical,0,0,0,0,1,0,19.0
19639,H001,50.0,115.941315,-32.024827,30/9/19,2055.0,Medical,0,0,0,0,2,0,19.0
19641,H010,50.0,121.553255,-31.402206,30/9/19,500.0,Hospital,0,0,0,0,1,0,19.0
19642,1250059,60.0,115.871488,-31.891154,30/9/19,1415.0,Medical,0,0,0,0,2,0,19.0
19643,H015,80.0,115.84924,-32.087738,30/9/19,2045.0,Hospital,0,0,0,0,2,0,19.0
19644,1070005,70.0,115.741784,-32.291797,1/10/19,950.0,Medical,0,0,0,0,2,0,19.0
19645,H027,70.0,115.918944,-31.971679,1/10/19,1523.0,Medical,0,0,0,0,1,0,19.0
19646,H007,50.0,115.57071,-22.092677,1/10/19,1729.0,Fatal,0,0,0,0,1,0,19.0
19647,1120017,60.0,115.904866,-31.893195,1/10/19,1938.0,Hospital,0,0,0,0,1,1,19.0
19649,H016,80.0,115.843536,-31.940984,1/10/19,1730.0,Medical,0,0,0,0,4,0,19.0
19650,H026,60.0,115.927671,-31.919989,1/10/19,1445.0,Medical,0,0,0,0,2,0,19.0
19652,1090502,60.0,115.99983,-31.798971,1/10/19,1230.0,Hospital,0,0,0,0,2,0,19.0
19653,M074,70.0,115.636009,-32.618327,1/10/19,2000.0,Medical,0,0,0,0,2,0,19.0
19654,H003,50.0,122.614511,-32.072614,2/10/19,500.0,Medical,0,0,0,1,0,0,19.0
19655,H015,80.0,115.85416,-32.000719,2/10/19,1600.0,Fatal,0,0,0,1,2,0,19.0
19657,H035,60.0,115.829013,-31.866602,2/10/19,615.0,Medical,0,0,0,0,3,0,19.0
19658,H002,60.0,115.794054,-32.177173,2/10/19,540.0,Medical,0,0,0,0,1,0,19.0
19659,1240038,40.0,115.855845,-31.956097,2/10/19,900.0,Medical,0,0,0,0,2,0,19.0
19660,H016,80.0,115.800589,-31.873176,2/10/19,1630.0,Medical,0,0,0,0,3,0,19.0
19661,H005,60.0,115.904209,-31.958427,2/10/19,500.0,Hospital,0,0,0,0,2,0,19.0
19662,1130002,60.0,115.937422,-31.96352,2/10/19,1515.0,Medical,0,0,0,0,2,0,19.0
19663,H015,80.0,115.847086,-31.963628,2/10/19,1810.0,Hospital,0,0,0,0,4,0,19.0
19664,H018,70.0,115.978326,-31.996561,2/10/19,1740.0,Medical,0,0,0,0,3,0,19.0
19665,H027,70.0,115.910733,-31.9646,2/10/19,2220.0,Medical,0,0,0,0,3,0,19.0
19666,M045,50.0,115.384219,-31.049585,2/10/19,1435.0,Medical,0,0,0,0,2,0,19.0
19669,H016,80.0,115.800724,-31.884326,2/10/19,1030.0,Medical,0,0,0,0,2,0,19.0
19671,1090549,70.0,115.98285,-31.795644,2/10/19,1645.0,Hospital,0,0,0,0,2,0,19.0
19674,1120006,60.0,115.904823,-31.90111,2/10/19,1155.0,Medical,0,0,0,0,2,0,19.0
19677,1090549,70.0,115.969749,-31.795667,3/10/19,900.0,Medical,0,0,0,0,2,0,19.0
19678,1250069,30.0,115.79588,-31.90169,3/10/19,745.0,Medical,0,0,0,0,2,0,19.0
19679,H069,70.0,115.778986,-31.774905,3/10/19,1250.0,Hospital,0,0,0,0,3,0,19.0
19681,H002,60.0,115.762926,-32.294527,3/10/19,1225.0,Medical,0,0,0,0,2,0,19.0
19683,1250050,60.0,115.875226,-31.930812,3/10/19,1059.0,Hospital,0,0,0,0,2,0,19.0
19684,H012,60.0,115.846803,-32.046113,4/10/19,700.0,Medical,0,0,0,0,2,0,19.0
19687,H005,60.0,115.927308,-31.940786,4/10/19,1820.0,Medical,0,0,0,0,2,0,19.0
19689,1180005,60.0,115.756977,-32.063566,4/10/19,1630.0,Medical,0,0,0,0,2,0,19.0
19691,1040506,60.0,115.956761,-32.047441,4/10/19,1205.0,Medical,0,0,0,0,2,0,19.0
19692,1040077,60.0,116.019484,-32.018135,4/10/19,1005.0,Hospital,0,0,0,0,2,0,19.0
19693,H015,80.0,115.847118,-31.963451,4/10/19,1400.0,Medical,0,0,0,0,2,0,19.0
19694,1090697,70.0,115.877625,-31.850776,4/10/19,1415.0,Hospital,0,0,0,1,1,0,19.0
19695,H069,70.0,115.828848,-31.787303,4/10/19,1430.0,Medical,0,0,0,0,1,0,19.0
19696,4040016,110.0,117.899592,-32.285292,4/10/19,1530.0,Medical,0,0,0,0,1,0,19.0
19697,H035,60.0,115.828745,-31.866206,5/10/19,1115.0,Medical,0,0,0,0,2,0,19.0
19698,1240042,40.0,115.861372,-31.952296,5/10/19,1110.0,Medical,0,0,0,0,2,0,19.0
19702,H016,80.0,115.837347,-31.935309,5/10/19,1323.0,Hospital,0,0,0,1,0,0,19.0
19703,3020383,50.0,117.843978,-35.01788,6/10/19,855.0,Medical,0,0,0,1,1,0,19.0
19706,1260001,60.0,115.892155,-32.013076,6/10/19,2010.0,Medical,0,0,0,0,2,0,19.0
19709,H015,80.0,115.859336,-32.129404,6/10/19,1100.0,Medical,0,0,0,0,2,0,19.0
19710,H029,60.0,115.68242,-31.601441,6/10/19,1038.0,Hospital,0,0,0,0,2,0,19.0
19711,1090502,60.0,115.985934,-31.857592,6/10/19,1015.0,Medical,0,0,0,0,2,0,19.0
19712,H012,60.0,115.768711,-32.050627,7/10/19,1740.0,Hospital,0,0,0,0,1,1,19.0
19713,H015,80.0,115.847976,-31.975724,7/10/19,10.0,Hospital,0,0,1,0,2,0,19.0
19714,H026,60.0,115.925294,-31.921604,7/10/19,2220.0,Medical,0,0,0,0,2,0,19.0
19715,1240007,60.0,115.837366,-31.947209,7/10/19,1615.0,Medical,0,0,0,0,2,0,19.0
19716,H069,70.0,115.780583,-31.774938,7/10/19,1625.0,Hospital,0,0,0,0,3,0,19.0
19717,H027,70.0,115.935071,-31.985771,7/10/19,1400.0,Medical,0,0,0,0,2,0,19.0
19719,H018,70.0,115.98534,-31.987273,7/10/19,1620.0,Medical,0,0,0,0,2,0,19.0
19720,H028,60.0,115.905066,-31.887819,7/10/19,1900.0,Hospital,0,0,0,0,1,0,19.0
19722,H002,60.0,115.773094,-32.246935,7/10/19,1130.0,Hospital,0,0,0,0,2,0,19.0
19724,1030503,60.0,115.845319,-32.110677,8/10/19,730.0,Medical,0,0,0,0,2,0,19.0
19728,H013,60.0,115.862567,-31.999274,8/10/19,1900.0,Medical,0,0,0,0,3,0,19.0
19729,H014,40.0,115.817962,-31.975643,8/10/19,1715.0,Medical,0,0,0,0,2,0,19.0
19731,H014,40.0,115.75547,-32.011508,8/10/19,1205.0,Medical,0,0,0,0,2,0,19.0
19732,H849,60.0,115.855099,-31.864513,8/10/19,915.0,Hospital,0,0,0,0,2,0,19.0
19733,H021,70.0,115.79824,-31.856782,8/10/19,1055.0,Medical,0,0,0,0,2,0,19.0
19734,1120001,60.0,115.912275,-31.927983,8/10/19,808.0,Hospital,0,0,0,1,1,0,19.0
19738,M023,60.0,115.860887,-32.619289,8/10/19,1600.0,Hospital,0,0,0,0,2,0,19.0
19741,H018,70.0,115.954489,-32.040311,9/10/19,645.0,Medical,0,0,0,0,3,0,19.0
19742,1120002,60.0,115.893427,-31.915657,9/10/19,850.0,Medical,0,0,0,0,2,0,19.0
19744,H027,70.0,115.910733,-31.9646,9/10/19,440.0,Hospital,0,0,0,0,2,0,19.0
19745,1141104,70.0,115.902691,-32.078536,9/10/19,1640.0,Medical,0,0,0,0,2,0,19.0
19746,H057,60.0,115.727867,-33.062167,9/10/19,1454.0,Medical,0,0,0,0,2,0,19.0
19747,1091114,60.0,116.02523,-31.885872,9/10/19,1545.0,Medical,0,0,0,0,2,0,19.0
19751,H006,50.0,125.583823,-18.216775,10/10/19,1835.0,Fatal,0,0,0,0,1,0,19.0
19753,1250050,60.0,115.880173,-31.926215,10/10/19,900.0,Hospital,0,0,0,0,3,0,19.0
19754,H026,60.0,115.883939,-31.934916,10/10/19,950.0,Medical,0,0,0,0,3,0,19.0
19755,1020005,60.0,116.024015,-31.93878,10/10/19,1530.0,Medical,0,0,0,0,3,0,19.0
19756,1030498,60.0,115.769859,-32.082285,10/10/19,1550.0,Medical,0,0,0,1,1,0,19.0
19761,H028,60.0,115.828306,-31.888955,10/10/19,1615.0,Medical,0,0,0,0,2,0,19.0
19763,H016,80.0,115.835615,-31.932425,10/10/19,1640.0,Medical,0,0,0,0,2,0,19.0
19764,1120003,60.0,115.899367,-31.89475,10/10/19,2000.0,Medical,0,0,0,0,2,0,19.0
19765,H013,60.0,115.870925,-31.988584,10/10/19,850.0,Medical,0,0,0,0,2,0,19.0
19766,H014,40.0,115.764058,-32.04609,11/10/19,1835.0,Medical,0,0,0,0,0,0,19.0
19769,427Z017,,116.193487,-32.283664,11/10/19,1058.0,Hospital,0,0,0,0,1,0,19.0
19770,H017,70.0,115.983783,-32.115109,11/10/19,1930.0,Hospital,0,0,0,0,3,0,19.0
19771,1190680,70.0,115.84249,-32.069905,11/10/19,1700.0,Medical,0,0,0,0,2,0,19.0
19772,H410,80.0,115.936725,-32.147916,11/10/19,1020.0,Medical,0,0,0,0,2,0,19.0
19773,H815,70.0,115.83094,-32.372952,11/10/19,1935.0,Hospital,0,0,0,0,2,0,19.0
19775,H032,60.0,115.842203,-32.065309,11/10/19,1300.0,Medical,0,1,0,0,1,0,19.0
19777,1120005,60.0,115.924341,-31.888927,12/10/19,1340.0,Medical,0,0,0,0,2,0,19.0
19778,H005,60.0,118.283263,-31.483772,12/10/19,1000.0,Medical,0,0,0,0,2,0,19.0
19782,1290014,60.0,115.90717,-31.995287,12/10/19,1630.0,Hospital,0,0,0,0,1,0,19.0
19783,H026,60.0,115.876803,-31.947973,12/10/19,1630.0,Medical,0,0,0,0,2,0,19.0
19786,H015,80.0,115.853467,-32.114795,12/10/19,2320.0,Medical,0,0,0,0,3,0,19.0
19789,H675,60.0,115.8446,-31.940943,13/10/19,1345.0,Medical,0,0,0,0,2,0,19.0
19790,H001,50.0,115.999259,-32.064346,13/10/19,1830.0,Medical,0,0,0,0,4,0,19.0
19791,1120014,60.0,115.9254,-31.875551,13/10/19,1900.0,Medical,0,0,0,0,2,0,19.0
19793,H015,80.0,115.856151,-32.162458,13/10/19,1140.0,Medical,0,0,0,0,2,0,19.0
19794,H017,70.0,115.956779,-32.147599,14/10/19,815.0,Medical,0,0,0,0,4,0,19.0
19795,H005,60.0,116.388691,-31.79104,14/10/19,1520.0,Hospital,0,1,1,0,0,0,19.0
19796,H801,70.0,115.757843,-31.739716,14/10/19,730.0,Medical,0,0,0,0,2,0,19.0
19797,H005,60.0,116.047809,-31.902444,14/10/19,1700.0,Medical,0,0,0,0,2,0,19.0
19801,1311287,60.0,115.767441,-31.793764,14/10/19,18.0,Hospital,0,0,0,0,1,0,19.0
19803,2050011,60.0,115.069237,-33.692398,15/10/19,1730.0,Fatal,0,0,0,1,0,0,19.0
19804,H017,70.0,115.959203,-31.970659,15/10/19,830.0,Medical,0,0,0,0,2,0,19.0
19806,H287,70.0,115.918831,-31.888788,15/10/19,730.0,Medical,0,0,0,0,2,0,19.0
19807,1030007,60.0,115.8114,-32.128511,15/10/19,1430.0,Medical,0,0,0,1,1,0,19.0
19808,H013,60.0,115.880967,-31.976299,15/10/19,2110.0,Hospital,0,0,0,0,2,1,19.0
19809,H002,60.0,115.793545,-32.056794,15/10/19,1730.0,Medical,0,0,0,0,2,0,19.0
19810,M058,60.0,114.164566,-27.918945,15/10/19,1045.0,Hospital,0,0,0,0,1,0,19.0
19813,1280569,60.0,115.840692,-31.940705,15/10/19,1735.0,Medical,0,0,0,0,2,0,19.0
19814,M014,110.0,117.419914,-34.823758,15/10/19,845.0,Hospital,0,0,1,0,0,0,19.0
19815,H015,80.0,115.849373,-32.09905,15/10/19,1430.0,Medical,0,1,0,0,2,0,19.0
19817,H020,70.0,115.903202,-31.957874,15/10/19,1725.0,Medical,0,0,0,0,1,0,19.0
19818,2050011,60.0,115.074195,-33.694903,15/10/19,1730.0,Fatal,0,0,0,1,0,0,19.0
19820,1300277,40.0,115.86928,-31.939019,16/10/19,2106.0,Medical,0,0,0,0,1,1,19.0
19821,H045,40.0,116.150639,-33.359334,16/10/19,1430.0,Medical,0,0,0,0,2,0,19.0
19822,H028,60.0,115.787168,-31.882363,16/10/19,1230.0,Medical,0,0,0,0,2,0,19.0
19823,1311287,60.0,115.751187,-31.79521,16/10/19,1600.0,Medical,0,0,0,0,1,0,19.0
19824,H014,40.0,115.817962,-31.975643,16/10/19,920.0,Medical,0,0,0,0,2,0,19.0
19825,1040506,60.0,115.938674,-32.061904,16/10/19,1655.0,Medical,0,0,0,0,2,0,19.0
19826,H003,50.0,122.967682,-32.051301,16/10/19,1136.0,Hospital,0,0,0,0,1,0,19.0
19827,1190007,60.0,115.786452,-32.046949,16/10/19,1926.0,Hospital,0,0,0,0,1,1,19.0
19830,H015,80.0,115.795456,-32.509304,16/10/19,617.0,Hospital,0,0,0,0,1,0,19.0
19831,1140459,70.0,115.911893,-32.058368,16/10/19,640.0,Medical,0,0,0,0,2,0,19.0
19832,1250069,30.0,115.787032,-31.899063,16/10/19,1830.0,Medical,0,0,0,0,2,0,19.0
19834,40102,50.0,128.74371,-15.774468,17/10/19,2135.0,Medical,0,0,0,0,0,0,19.0
19835,H032,60.0,115.79089,-32.063127,17/10/19,1515.0,Medical,0,0,0,0,2,0,19.0
19836,1090502,60.0,116.000985,-31.813341,17/10/19,1345.0,Medical,0,0,0,0,2,0,19.0
19837,H018,70.0,115.972445,-32.009838,17/10/19,1730.0,Medical,0,0,0,0,2,0,19.0
19839,H028,60.0,115.83619,-31.888986,17/10/19,1700.0,Medical,0,0,0,0,2,0,19.0
19840,H001,50.0,116.984472,-33.189239,17/10/19,1730.0,Hospital,0,0,0,0,1,0,19.0
19841,2050013,90.0,115.059263,-33.784033,17/10/19,1705.0,Hospital,0,0,0,0,1,0,19.0
19844,H012,60.0,115.891568,-32.029154,17/10/19,340.0,Medical,0,0,0,0,2,0,19.0
19845,1100254,70.0,115.806499,-31.733548,17/10/19,1549.0,Hospital,0,1,0,1,0,0,19.0
19846,H002,60.0,115.793779,-32.063838,17/10/19,1945.0,Hospital,0,0,0,0,2,0,19.0
19847,1140562,60.0,115.873184,-32.045172,17/10/19,1917.0,Medical,0,0,0,0,2,0,19.0
19848,H017,70.0,115.923775,-31.90957,17/10/19,1110.0,Medical,0,0,0,0,5,0,19.0
19849,H674,60.0,115.846552,-31.943151,17/10/19,840.0,Medical,0,0,0,0,2,0,19.0
19850,H006,50.0,116.014415,-31.632879,17/10/19,810.0,Fatal,0,1,0,0,1,0,19.0
19851,M031,50.0,116.79934,-31.866432,17/10/19,1133.0,Fatal,0,0,0,0,1,0,19.0
19852,M043,60.0,115.018075,-33.866846,18/10/19,1935.0,Medical,0,0,0,0,1,0,19.0
19853,H027,70.0,115.917395,-31.970336,18/10/19,1020.0,Medical,0,1,0,0,1,0,19.0
19856,1280294,60.0,115.840168,-31.940703,18/10/19,1905.0,Hospital,0,0,0,0,2,1,19.0
19859,H036,60.0,115.763066,-31.98967,18/10/19,830.0,Medical,0,0,0,0,3,0,19.0
19862,H020,70.0,115.870001,-31.949694,18/10/19,1200.0,Hospital,0,1,0,0,1,0,19.0
19863,1050003,70.0,115.812501,-32.255631,18/10/19,540.0,Medical,0,0,0,1,1,0,19.0
19864,1040026,70.0,115.925863,-32.092926,18/10/19,1724.0,Medical,0,0,0,0,4,0,19.0
19865,H008,60.0,118.777968,-34.326456,19/10/19,1420.0,Hospital,0,0,0,0,0,0,19.0
19866,1092147,60.0,115.986281,-31.76393,19/10/19,820.0,Medical,0,0,0,0,2,0,19.0
19867,8140653,70.0,116.813133,-20.746687,19/10/19,2108.0,Hospital,0,0,0,0,1,1,19.0
19871,M074,70.0,115.667179,-32.711716,19/10/19,800.0,Hospital,0,0,0,0,1,0,19.0
19872,H029,60.0,115.736698,-31.736555,20/10/19,1500.0,Medical,0,0,0,1,1,0,19.0
19873,H005,60.0,116.047809,-31.902444,20/10/19,1315.0,Hospital,0,0,0,0,3,0,19.0
19877,P015,,115.832398,-32.336165,20/10/19,830.0,Medical,1,0,0,1,0,0,19.0
19878,1100454,60.0,115.632045,-31.546671,20/10/19,1907.0,Hospital,0,0,0,1,0,0,19.0
19879,1030501,70.0,115.837982,-32.079783,20/10/19,1945.0,Medical,0,0,0,0,2,0,19.0
19880,1130018,60.0,115.929801,-31.959796,20/10/19,1230.0,Hospital,0,0,0,0,2,0,19.0
19882,H013,60.0,115.849283,-32.012546,21/10/19,815.0,Medical,0,0,0,0,3,0,19.0
19883,H029,60.0,115.754549,-31.779763,21/10/19,820.0,Medical,0,0,0,0,3,0,19.0
19884,H270,70.0,115.730425,-31.670373,21/10/19,1815.0,Medical,0,0,0,0,2,0,19.0
19885,1280308,60.0,115.816443,-31.934352,21/10/19,1350.0,Medical,0,0,0,0,2,0,19.0
19886,1141104,70.0,115.909916,-32.082211,21/10/19,1530.0,Medical,0,0,0,0,3,0,19.0
19887,H622,60.0,115.848483,-32.078732,21/10/19,1400.0,Hospital,0,0,0,0,2,0,19.0
19888,H028,60.0,115.917565,-31.889267,21/10/19,1740.0,Medical,0,0,0,0,2,0,19.0
19890,H016,80.0,115.835178,-31.93181,21/10/19,1710.0,Medical,0,0,0,0,2,0,19.0
19891,H035,60.0,115.79634,-31.740589,21/10/19,625.0,Medical,0,0,0,0,2,0,19.0
19893,1300280,40.0,115.858957,-31.933877,21/10/19,1530.0,Medical,0,0,0,0,3,0,19.0
19895,H023,70.0,115.858467,-32.127907,22/10/19,1025.0,Medical,0,0,0,0,4,0,19.0
19896,H012,60.0,115.790701,-32.049859,22/10/19,945.0,Medical,0,1,1,0,1,0,19.0
19897,H028,60.0,115.773307,-31.875219,22/10/19,750.0,Hospital,0,0,0,1,1,0,19.0
19899,H029,60.0,115.764082,-31.83709,22/10/19,935.0,Medical,0,0,0,0,2,0,19.0
19900,1030007,60.0,115.786138,-32.102433,22/10/19,1136.0,Hospital,0,0,0,0,2,0,19.0
19901,H012,60.0,115.893449,-32.027752,22/10/19,755.0,Medical,0,0,0,0,2,0,19.0
19902,1250068,60.0,115.819419,-31.90597,22/10/19,1405.0,Medical,0,0,0,0,2,0,19.0
19904,H016,80.0,115.782535,-31.797557,22/10/19,745.0,Hospital,0,0,0,1,1,0,19.0
19905,150Z005,,115.840152,-31.953165,22/10/19,1730.0,Hospital,1,0,0,0,1,0,19.0
19907,1311287,60.0,115.791687,-31.800047,23/10/19,920.0,Medical,1,0,0,0,1,0,19.0
19909,H014,40.0,115.752575,-32.031046,23/10/19,1515.0,Medical,0,0,0,0,2,0,19.0
19912,H028,60.0,115.8,-31.882443,23/10/19,800.0,Medical,0,0,0,0,3,0,19.0
19913,H069,70.0,115.792194,-31.775384,23/10/19,1245.0,Hospital,0,0,0,0,3,0,19.0
19915,1290251,60.0,115.890284,-31.980197,23/10/19,1525.0,Medical,0,0,0,0,2,0,19.0
19918,1300280,40.0,115.857818,-31.937348,24/10/19,900.0,Medical,1,0,0,0,1,0,19.0
19920,1092147,60.0,115.98271,-31.766689,24/10/19,1545.0,Medical,0,0,0,0,2,0,19.0
19923,H674,60.0,115.84356,-31.941952,24/10/19,845.0,Medical,0,0,0,0,2,0,19.0
19924,H006,50.0,116.022965,-31.787991,24/10/19,1615.0,Medical,0,0,0,0,1,0,19.0
19925,H023,70.0,116.002806,-32.146951,24/10/19,1139.0,Hospital,0,0,0,0,2,0,19.0
19926,M031,50.0,117.631532,-34.02352,24/10/19,1457.0,Hospital,0,0,0,0,1,0,19.0
19927,1080200,70.0,115.978015,-32.206992,24/10/19,900.0,Medical,0,0,0,0,2,0,19.0
19928,H017,70.0,115.924402,-31.915892,24/10/19,1645.0,Medical,0,0,0,0,2,0,19.0
19929,H014,40.0,115.77593,-31.984999,24/10/19,730.0,Medical,0,0,0,0,1,0,19.0
19930,1010021,70.0,115.969561,-32.136752,24/10/19,1525.0,Medical,0,0,0,0,2,0,19.0
19932,M045,50.0,115.542101,-31.305036,24/10/19,1445.0,Hospital,0,0,0,0,1,0,19.0
19933,H270,70.0,115.730425,-31.670373,24/10/19,1619.0,Hospital,0,0,0,1,1,0,19.0
19934,H002,60.0,115.776962,-32.371383,24/10/19,1730.0,Medical,0,0,0,0,2,0,19.0
19935,1040044,60.0,115.961213,-32.075262,25/10/19,2113.0,Hospital,0,0,0,0,0,0,19.0
19936,H293,70.0,115.896287,-31.867043,25/10/19,1750.0,Medical,0,0,0,0,2,0,19.0
19937,1311665,70.0,115.768726,-31.731382,25/10/19,900.0,Medical,0,0,0,0,2,0,19.0
19938,1250010,60.0,115.884433,-31.90437,25/10/19,1640.0,Medical,0,0,0,0,2,0,19.0
19939,H035,60.0,115.827382,-31.862149,25/10/19,700.0,Medical,0,0,0,0,3,0,19.0
19940,1280569,60.0,115.807748,-31.940788,25/10/19,640.0,Medical,0,0,0,0,2,0,19.0
19941,1031007,60.0,115.856559,-32.146273,25/10/19,950.0,Medical,1,0,0,0,1,0,19.0
19942,H572,60.0,116.01203,-31.951721,25/10/19,1625.0,Medical,0,0,0,0,3,0,19.0
